rank,finalWorth (million dollars),category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,lastName,firstName,title,birthYear,birthMonth,birthDay
2259,"$1,200.00",Manufacturing,Balkrishan Goenka,56,India,Mumbai,Textiles,Manufacturing,India,TRUE,D,M,Goenka,Balkrishan,,1966,8,15
2259,"$1,200.00",Finance & Investments,Lawrence Golub,63,United States,New York,Private equity,Finance & Investments,United States,TRUE,E,M,Golub,Lawrence,Investor,1959,10,3
2259,"$1,200.00",Manufacturing,Saroj Rani Gupta,72,India,Delhi,Steel tubes,Manufacturing,India,TRUE,N,F,Gupta,Saroj Rani,,1950,7,5
2259,"$1,200.00",Technology,Anthony Hall,67,Australia,Melbourne,Technology,Technology,Australia,TRUE,N,M,Hall,Anthony,,1955,6,27
2259,"$1,200.00",Construction & Engineering,Fahed Hariri,42,United Kingdom,London,"Construction, investments",Construction & Engineering,Lebanon,FALSE,E,M,Hariri,Fahed,,1980,12,29
2259,"$1,200.00",Fashion & Retail,Richard Hayne,75,United States,Philadelphia,Urban Outfitters,Fashion & Retail,United States,TRUE,E,M,Hayne,Richard,"Chairman, President & Chief Executive Officer",1947,9,1
2259,"$1,200.00",Finance & Investments,Michael Heine,73,Australia,Melbourne,Financial services,Finance & Investments,Australia,TRUE,E,M,Heine,Michael,,1949,11,1
2259,"$1,200.00",Technology,Orion Hindawi,43,United States,Seattle,Software,Technology,United States,TRUE,D,M,Hindawi,Orion,CEO,1980,1,10
2259,"$1,200.00",Gambling & Casinos,Lawrence Ho,46,Hong Kong,Hong Kong,Casinos,Gambling & Casinos,Hong Kong,FALSE,R,M,Ho,Lawrence,,1977,1,16
2259,"$1,200.00",Fashion & Retail,Huang Guanlin,58,China,Ningbo,"Textiles, apparel",Fashion & Retail,China,TRUE,D,M,Huang,Guanlin,,1965,1,1
2259,"$1,200.00",Technology,Sam Hupert,68,Australia,Melbourne,Technology,Technology,Australia,TRUE,N,M,Hupert,Sam,,1954,12,25
2259,"$1,200.00",Telecom,Mohammed Ibrahim,76,United Kingdom,London,Communications,Telecom,United Kingdom,TRUE,E,M,Ibrahim,Mohammed,Founder,1946,5,3
2259,"$1,200.00",Food & Beverage,Shirley Kao,66,Taiwan,Tainan,Food & beverage retailing,Food & Beverage,Taiwan,FALSE,E,F,Kao,Shirley,,1956,9,2
2259,"$1,200.00",Finance & Investments,David Kaplan,55,United States,Los Angeles,Finance,Finance & Investments,United States,TRUE,N,M,Kaplan,David,,1967,8,29
2259,"$1,200.00",Fashion & Retail,Kim Kardashian,42,United States,Hidden Hills,"Shapewear, cosmetics, reality TV",Fashion & Retail,United States,TRUE,D,F,Kardashian,Kim,Personality,1980,10,21
2259,"$1,200.00",Manufacturing,Ke Guihua,57,China,Shanghai,Auto parts,Manufacturing,China,TRUE,U,M,Ke,Guihua,,1965,10,13
2259,"$1,200.00",Healthcare,Ke Yunfeng & family,56,China,Guangzhou,Retailing,Healthcare,China,TRUE,U,M,Ke,Yunfeng,,1967,1,1
2259,"$1,200.00",Real Estate,Alexander Klyachin,55,Russia,Moscow,Real estate,Real Estate,Russia,TRUE,R,M,Klyachin,Alexander,,1967,5,18
2259,"$1,200.00",Manufacturing,Christine Knauf,,Germany,Berlin,Building materials,Manufacturing,Germany,FALSE,D,F,Knauf,Christine,,,,
2259,"$1,200.00",Manufacturing,Karl Knauf,,Germany,Iphofen,Building materials,Manufacturing,Germany,FALSE,D,M,Knauf,Karl,,,,
2259,"$1,200.00",Automotive,Suresh Krishna,86,India,Chennai,Auto parts,Automotive,India,FALSE,U,M,Krishna,Suresh,,1936,12,24
2259,"$1,200.00",Media & Entertainment,Guy Laliberté,63,Canada,Montreal,Cirque du Soleil,Media & Entertainment,Canada,TRUE,E,M,Laliberté,Guy,Cofounder and CEO,1960,1,1
2259,"$1,200.00",Technology,Lee Su-jin,45,South Korea,,Hospitality,Technology,South Korea,TRUE,N,M,Lee,Su-jin,,1978,2,1
2259,"$1,200.00",Manufacturing,Li Guoqing,53,China,Hangzhou,Petro Fibre,Manufacturing,China,TRUE,D,M,Li,Guoqing,,1970,2,22
2259,"$1,200.00",Healthcare,Li Li,59,China,Shenzhen,Pharmaceuticals,Healthcare,China,TRUE,D,M,Li,Li,,1964,2,9
2259,"$1,200.00",Healthcare,Li Ruiqiang,43,China,Beijing,Medical services,Healthcare,China,TRUE,D,M,Li,Ruiqiang,,1979,11,1
2259,"$1,200.00",Manufacturing,Zhen Li & family,59,China,Hefei,Lithium batteries,Manufacturing,China,TRUE,D,M,Li,Zhen,,1964,1,23
2259,"$1,200.00",Manufacturing,Guangwei Liang,59,China,Shenzhen,Conglomerate,Manufacturing,China,TRUE,D,M,Liang,Guangwei,,1963,9,1
2259,"$1,200.00",Energy,Liu Ming Hui,60,Hong Kong,Hong Kong,Natural gas distribution,Energy,China,TRUE,D,M,Liu,Ming Hui,,1963,1,1
2259,"$1,200.00",Technology,Frederic Luddy,68,United States,San Diego,Software,Technology,United States,TRUE,D,M,Luddy,Frederic,Founder and Chief Product Officer,1954,11,24
2259,"$1,200.00",Food & Beverage,"Cargill MacMillan, III.",63,United States,Boulder,Cargill,Food & Beverage,United States,FALSE,D,M,MacMillan,Cargill,,1959,12,21
2259,"$1,200.00",Food & Beverage,John MacMillan,73,United States,Plymouth,Cargill,Food & Beverage,United States,FALSE,D,M,MacMillan,John,,1949,9,20
2259,"$1,200.00",Food & Beverage,Martha MacMillan,71,United States,Orono,Cargill,Food & Beverage,United States,FALSE,D,F,MacMillan,Martha,,1951,10,1
2259,"$1,200.00",Food & Beverage,William MacMillan,68,United States,Englewood,Cargill,Food & Beverage,United States,FALSE,D,M,MacMillan,William,,1954,5,25
2259,"$1,200.00",Diversified,Keshub Mahindra,99,India,Mumbai,Diversified,Diversified,India,FALSE,R,M,Mahindra,Keshub,,1923,10,9
2259,"$1,200.00",Manufacturing,Mao Zhongwu,60,China,Changsha,Manufacturing,Manufacturing,China,TRUE,D,M,Mao,Zhongwu,,1962,8,13
2259,"$1,200.00",Construction & Engineering,Jorge Mas,60,United States,Miami,Construction,Construction & Engineering,United States,FALSE,U,M,Mas,Jorge,,1963,2,28
2259,"$1,200.00",Diversified,Lorinc Meszaros,57,Hungary,Felcsút,Diversified,Diversified,Hungary,TRUE,E,M,Meszaros,Lorinc,,1966,2,25
2259,"$1,200.00",Technology,Jeffrey Michael & family,66,United States,Minnetonka,Data management,Technology,United States,TRUE,U,M,Michael,Jeffrey,,1956,7,18
2259,"$1,200.00",Healthcare,Alan Miller & family,85,United States,Lower Merion,Healthcare services,Healthcare,United States,TRUE,D,M,Miller,Alan,,1937,8,17
2259,"$1,200.00",Automotive,Ulrich Mommert & family,82,,,Lighting,Automotive,Austria,TRUE,E,M,Mommert,Ulrich,,1941,1,11
2259,"$1,200.00",Diversified,Neide Helena de Moraes,68,Brazil,Sao Paulo,Diversified,Diversified,Brazil,FALSE,D,F,Moraes,Neide Helena de,,1955,2,15
2259,"$1,200.00",Finance & Investments,Scott Nuttall,50,United States,New York,Private equity,Finance & Investments,United States,TRUE,U,M,Nuttall,Scott,,1972,11,25
2259,"$1,200.00",Manufacturing,Kailashchandra Nuwal,65,,,Industrial explosives,Manufacturing,India,FALSE,N,M,Nuwal,Kailashchandra,,1957,7,6
2259,"$1,200.00",Food & Beverage,Axel Oberwelland & family,56,Germany,Berlin,Candy,Food & Beverage,Germany,FALSE,Split Family Fortune,M,Oberwelland,Axel,,1967,1,1
2259,"$1,200.00",Technology,Jonathan Oringer,48,United States,Miami Beach,Stock photos,Technology,United States,TRUE,D,M,Oringer,Jonathan,,1974,5,2
2259,"$1,200.00",Food & Beverage,Vitaly Orlov,58,Russia,Murmansk,Fisheries,Food & Beverage,Russia,TRUE,R,M,Orlov,Vitaly,,1965,1,1
2259,"$1,200.00",Real Estate,Jose Isaac Peres & family,82,Brazil,Rio de Janeiro,Shopping malls,Real Estate,Brazil,TRUE,U,M,Peres,Jose Isaac,,1940,7,18
2259,"$1,200.00",Media & Entertainment,Markus Persson,43,Sweden,Stockholm,Computer games,Media & Entertainment,Sweden,TRUE,D,M,Persson,Markus,,1979,6,1
2259,"$1,200.00",Technology,Mark Pincus,57,United States,San Francisco,Online games,Technology,United States,TRUE,D,M,Pincus,Mark,Chairman,1966,2,13
2259,"$1,200.00",Diversified,Murdaya Poo,82,Indonesia,Jakarta,Diversified,Diversified,Indonesia,FALSE,E,M,Poo,Murdaya,,1941,1,12
2259,"$1,200.00",Healthcare,Forrest Preston,90,United States,Cleveland,Health care,Healthcare,United States,TRUE,D,M,Preston,Forrest,,1933,3,22
2259,"$1,200.00",Food & Beverage,Qian Ying,57,China,Nanyang,Pig breeding,Food & Beverage,China,TRUE,D,F,Qian,Ying,,1966,1,1
2259,"$1,200.00",Manufacturing,Jimmy Rane,76,United States,Abbeville,Lumber,Manufacturing,United States,TRUE,N,M,Rane,Jimmy,,1946,9,15
2259,"$1,200.00",Finance & Investments,Andrei Rappoport,59,Switzerland,Lugano,Investments,Finance & Investments,Russia,TRUE,E,M,Rappoport,Andrei,,1963,6,22
2259,"$1,200.00",Food & Beverage,Hugo Ribeiro & family,,Brazil,Rondonopolis,Agribusiness,Food & Beverage,Brazil,FALSE,Split Family Fortune,M,Ribeiro,Hugo,Entrepreneur,,,
2259,"$1,200.00",Finance & Investments,Bennett Rosenthal,59,United States,Los Angeles,Finance,Finance & Investments,United States,TRUE,N,M,Rosenthal,Bennett,,1963,9,24
2259,"$1,200.00",Real Estate,Atul Ruia,52,India,Mumbai,Real estate,Real Estate,India,FALSE,N,M,Ruia,Atul,,1971,2,26
2259,"$1,200.00",Finance & Investments,Thomas Sandell,62,United Kingdom,London,Hedge funds,Finance & Investments,Sweden,TRUE,D,M,Sandell,Thomas,Founder,1961,2,1
2259,"$1,200.00",Food & Beverage,Francesco Saputo,,Canada,Montreal,Cheese,Food & Beverage,Canada,FALSE,N,M,Saputo,Francesco,,,,
2259,"$1,200.00",Construction & Engineering,Dhruv Sawhney,78,United Arab Emirates,Dubai,"Engineering, sugar",Construction & Engineering,India,FALSE,U,M,Sawhney,Dhruv,,1944,6,26
2259,"$1,200.00",Finance & Investments,Gerald Schwartz,81,Canada,Toronto,Finance,Finance & Investments,Canada,TRUE,D,M,Schwartz,Gerald,,1941,11,24
2259,"$1,200.00",Fashion & Retail,Antonio Luiz Seabra,80,United Kingdom,London,Cosmetics,Fashion & Retail,Brazil,TRUE,D,M,Seabra,Antonio Luiz,,1943,1,1
2259,"$1,200.00",Technology,Eric Ya Shen,52,China,Guangzhou,Online apparel retail,Technology,China,TRUE,R,M,Shen,Eric Ya,,1971,1,1
2259,"$1,200.00",Technology,Sytse 'Sid' Sijbrandij,43,United States,San Francisco,Software,Technology,Netherlands,TRUE,N,M,Sijbrandij,Sytse 'Sid',,1979,8,1
2259,"$1,200.00",Automotive,Alexander Sixt,43,Germany,Munich,Car rentals,Automotive,Germany,FALSE,D,M,Sixt,Alexander,,1979,10,24
2259,"$1,200.00",Automotive,Konstantin Sixt,40,Germany,Munich,Car rentals,Automotive,Germany,FALSE,D,M,Sixt,Konstantin,,1982,12,2
2259,"$1,200.00",Energy,Edwin Soeryadjaya,73,Indonesia,Jakarta,"Coal, investments",Energy,Indonesia,FALSE,D,M,Soeryadjaya,Edwin,,1949,7,17
2259,"$1,200.00",Healthcare,Abhay Soi,49,India,Mumbai,Healthcare,Healthcare,India,TRUE,N,M,Soi,Abhay,,1973,8,19
2259,"$1,200.00",Technology,Mike Speiser,52,United Kingdom,London,Software,Technology,United States,TRUE,U,M,Speiser,Mike,Managing Director,1971,1,25
2259,"$1,200.00",Construction & Engineering,Marco Squinzi,51,Italy,Milan,Chemical products,Construction & Engineering,Italy,FALSE,D,M,Squinzi,Marco,,1971,9,23
2259,"$1,200.00",Construction & Engineering,Veronica Squinzi,51,Italy,Milan,Chemical products,Construction & Engineering,Italy,FALSE,D,F,Squinzi,Veronica,,1972,1,1
2259,"$1,200.00",Finance & Investments,Michael Steinhardt,82,United States,Mount Kisco,Hedge funds,Finance & Investments,United States,TRUE,E,M,Steinhardt,Michael,,1940,12,7
2259,"$1,200.00",Technology,Ion Stoica,58,United States,Berkeley,Data analytics,Technology,Romania,TRUE,D,M,Stoica,Ion,,1965,2,12
2259,"$1,200.00",Metals & Mining,Eddy Sugianto,77,Indonesia,Jakarta,Coal,Metals & Mining,Indonesia,TRUE,N,M,Sugianto,Eddy,,1946,2,11
2259,"$1,200.00",Manufacturing,Luc Tack,61,Belgium,Deinze,"Textile, chemicals",Manufacturing,Belgium,TRUE,E,M,Tack,Luc,,1961,9,1
2259,"$1,200.00",Food & Beverage,Tony Tan Caktiong,70,Philippines,Manila,Food,Food & Beverage,Philippines,TRUE,D,M,Tan Caktiong,Tony,,1953,1,5
2259,"$1,200.00",Manufacturing,Xiuguo Tang,59,China,Changsha,Manufacturing,Manufacturing,China,TRUE,U,M,Tang,Xiuguo,,1963,8,25
2259,"$1,200.00",Real Estate,Sam Tarascio,78,Australia,Melbourne,Real estate,Real Estate,Australia,TRUE,E,M,Tarascio,Sam,,1944,7,22
2259,"$1,200.00",Finance & Investments,Lina Tombolato,75,Italy,Tombolo,Financial services,Finance & Investments,Italy,FALSE,D,F,Tombolato,Lina,,1947,7,28
2259,"$1,200.00",Manufacturing,Ching Bor Tung,60,China,Dongguan,Manufacturing,Manufacturing,China,TRUE,D,M,Tung,Ching Bor,,1963,1,1
2259,"$1,200.00",Media & Entertainment,Joop van den Ende,81,Netherlands,Baarn,TV shows,Media & Entertainment,Netherlands,TRUE,D,M,van den Ende,Joop,,1942,2,23
2259,"$1,200.00",Finance & Investments,Ruben Vardanyan & family,54,Armenia,Erevan,Investment banking,Finance & Investments,Armenia,TRUE,R,M,Vardanyan,Ruben,,1968,5,25
2259,"$1,200.00",Fashion & Retail,Sandro Veronesi & family,63,Italy,Milan,Fashion,Fashion & Retail,Italy,TRUE,D,M,Veronesi,Sandro,,1959,10,18
2259,"$1,200.00",Real Estate,Thongma Vijitpongpun,65,Thailand,Bangkok,Real estate,Real Estate,Thailand,TRUE,E,M,Vijitpongpun,Thongma,,1957,7,8
2259,"$1,200.00",Finance & Investments,Thomas von Koch,57,Hong Kong,Hong Kong,Asset management,Finance & Investments,Sweden,TRUE,D,M,von Koch,Thomas,,1966,3,24
2259,"$1,200.00",Healthcare,Wang Fuji,,China,Zhangzhou,Pharmaceuticals,Healthcare,China,TRUE,D,M,Wang,Fuji,,,,
2259,"$1,200.00",Manufacturing,Wang Shih-Chung,61,Taiwan,Taipei,Pneumatic equipments,Manufacturing,Taiwan,TRUE,N,M,Wang,Shih-Chung,,1962,1,1
2259,"$1,200.00",Manufacturing,Wang Xiaoshen,54,China,Urumchi,Lithium,Manufacturing,China,TRUE,D,M,Wang,Xiaoshen,,1968,10,1
2259,"$1,200.00",Diversified,J. Wayne Weaver,87,United States,Jacksonville,Shoes,Diversified,United States,TRUE,E,M,Weaver,J. Wayne,,1935,9,1
2259,"$1,200.00",Food & Beverage,Drorit Wertheim,67,Israel,Bnei Atarot,Coca Cola Israel,Food & Beverage,Israel,FALSE,D,F,Wertheim,Drorit,,1956,1,1
2259,"$1,200.00",Finance & Investments,Cameron Winklevoss,41,United States,New York,Cryptocurrency,Finance & Investments,United States,TRUE,D,M,Winklevoss,Cameron,,1981,8,21
2259,"$1,200.00",Finance & Investments,Tyler Winklevoss,41,United States,New York,Cryptocurrency,Finance & Investments,United States,TRUE,D,M,Winklevoss,Tyler,,1981,8,21
2259,"$1,200.00",Manufacturing,Wu Chung-yi,67,Taiwan,Chang Hwa County,Manufacturing,Manufacturing,Taiwan,FALSE,E,M,Wu,Chung-yi,,1955,7,1
2259,"$1,200.00",Finance & Investments,Eugene Wu,77,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,FALSE,D,M,Wu,Eugene,,1945,5,3
2259,"$1,200.00",Fashion & Retail,Wu Yonghua,52,China,Xiamen,Apparel,Fashion & Retail,China,TRUE,U,M,Wu,Yonghua,,1971,1,1
2259,"$1,200.00",Manufacturing,Xia Xinde,58,China,Guangzhou,Batteries,Manufacturing,China,TRUE,U,M,Xia,Xinde,,1964,10,15
2259,"$1,200.00",Manufacturing,Wenbo Xiang,60,China,Changsha,Manufacturing,Manufacturing,China,TRUE,D,M,Xiang,Wenbo,,1962,6,21
2259,"$1,200.00",Food & Beverage,Xu Jin,58,China,Huaibei city,Wine,Food & Beverage,China,TRUE,D,M,Xu,Jin,,1965,1,24
2259,"$1,200.00",Manufacturing,Xu Shijun & family,60,China,Nantong,Manufacturing,Manufacturing,China,TRUE,D,M,Xu,Shijun,,1963,3,1
2259,"$1,200.00",Service,Wanmao Xu,78,China,Ningbo,Education,Service,China,TRUE,D,M,Xu,Wanmao,,1945,1,1
2259,"$1,200.00",Manufacturing,Xu Yuejuan,61,China,Hangzhou,Petro Fibre,Manufacturing,China,TRUE,D,F,Xu,Yuejuan,,1962,1,24
2259,"$1,200.00",Healthcare,Vadim Yakunin,60,Russia,Moscow,Pharmacy,Healthcare,Russia,TRUE,R,M,Yakunin,Vadim,,1963,1,5
2259,"$1,200.00",Fashion & Retail,Yang Yunyun,46,China,Guangzhou,Retail,Fashion & Retail,China,TRUE,R,F,Yang,Yunyun,,1977,1,1
2259,"$1,200.00",Technology,Matei Zaharia,37,United States,Berkeley,Data analytics,Technology,Romania,TRUE,D,M,Zaharia,Matei,,1985,4,21
2259,"$1,200.00",Diversified,Zan Shengda,60,China,Nantong,Diversified,Diversified,China,TRUE,D,M,Zan,Shengda,,1963,4,2
2259,"$1,200.00",Technology,Zhang Xuezheng,47,China,Jiaxing,Telecom,Technology,China,TRUE,D,M,Zhang,Xuezheng,,1975,6,1
2259,"$1,200.00",Manufacturing,Zhang Yin,66,China,Dongguan,Paper manufacturing,Manufacturing,China,TRUE,D,F,Zhang,Yin,,1957,2,1
2259,"$1,200.00",Healthcare,Ning Zhao,56,China,Shanghai,Pharmaceuticals,Healthcare,United States,TRUE,Split Family Fortune,F,Zhao,Ning,,1967,1,1
2259,"$1,200.00",Manufacturing,Zhou Wen & family,58,China,Shanghai,Chemicals,Manufacturing,China,TRUE,U,M,Zhou,Wen,,1965,3,6
2259,"$1,200.00",Construction & Engineering,Zhu Xingliang,63,China,Suzhou,Construction,Construction & Engineering,China,TRUE,D,M,Zhu,Xingliang,,1959,5,1
2405,"$1,100.00",Fashion & Retail,Hari Krishan Agarwal,66,India,Delhi,Sports shoes,Fashion & Retail,India,TRUE,N,M,Agarwal,Hari Krishan,,1956,4,5
2405,"$1,100.00",Energy,Farkhad Akhmedov,67,Russia,Moscow,Investments,Energy,Russia,TRUE,D,M,Akhmedov,Farkhad,,1955,9,15
2405,"$1,100.00",Healthcare,Prem Kumar Arora,84,,,Pharmaceuticals,Healthcare,India,FALSE,N,M,Arora,Prem Kumar,,1938,9,11
2405,"$1,100.00",Finance & Investments,Joseph Bae,51,United States,New York,Private equity,Finance & Investments,United States,TRUE,N,M,Bae,Joseph,,1972,1,12
2405,"$1,100.00",Food & Beverage,Abigail Bennett,42,United States,Rochester,Liquor,Food & Beverage,United States,FALSE,Split Family Fortune,F,Bennett,Abigail,,1980,12,27
2405,"$1,100.00",Fashion & Retail,Sara Blakely,52,United States,Atlanta,Spanx,Fashion & Retail,United States,TRUE,E,F,Blakely,Sara,Founder,1971,2,27
2405,"$1,100.00",Finance & Investments,Lloyd Blankfein,68,United States,New York,Banking,Finance & Investments,United States,TRUE,E,M,Blankfein,Lloyd,CEO,1954,9,20
2405,"$1,100.00",Diversified,Henadiy Boholyubov,61,Ukraine,Dnipro,"Banking, investments",Diversified,Ukraine,TRUE,E,M,Boholyubov,Henadiy,,1962,1,1
2405,"$1,100.00",Real Estate,Stephane Bonvin,56,Switzerland,Lens,Real estate,Real Estate,Switzerland,TRUE,D,M,Bonvin,Stephane,,1967,1,1
2405,"$1,100.00",Diversified,Oleg Boyko,58,Switzerland,Lipperswil,Diversified,Diversified,Russia,TRUE,D,M,Boyko,Oleg,,1964,9,28
2405,"$1,100.00",Technology,Ryan Breslow,28,United States,Miami,E-commerce software,Technology,United States,TRUE,D,M,Breslow,Ryan,Cofounder,1994,5,20
2405,"$1,100.00",Fashion & Retail,Thomas Bruch,72,Germany,St. Wendel,Retail,Fashion & Retail,Germany,FALSE,D,M,Bruch,Thomas,,1950,4,25
2405,"$1,100.00",Technology,Marina Budiman,61,Indonesia,Jakarta,Data centers,Technology,Indonesia,TRUE,D,F,Budiman,Marina,,1961,9,5
2405,"$1,100.00",Food & Beverage,Pradip Burman,80,India,Delhi,Consumer goods,Food & Beverage,India,FALSE,D,M,Burman,Pradip,,1942,11,2
2405,"$1,100.00",Healthcare,Cai Hongbin,,China,Lianyungang,Pharmaceuticals,Healthcare,China,TRUE,D,M,Cai,Hongbin,,,,
2405,"$1,100.00",Manufacturing,Cao Kejian,60,China,Quzhou,Air compressors,Manufacturing,China,TRUE,E,M,Cao,Kejian,,1962,4,10
2405,"$1,100.00",Food & Beverage,Giuliana Caprotti,82,Italy,Milan,Supermarkets,Food & Beverage,Italy,FALSE,D,F,Caprotti,Giuliana,,1940,11,21
2405,"$1,100.00",Food & Beverage,Marina Caprotti,45,Italy,Milan,Supermarkets,Food & Beverage,Italy,FALSE,D,F,Caprotti,Marina,,1978,1,17
2405,"$1,100.00",Technology,Chang Jing,40,China,Beijing,Technology,Technology,China,TRUE,D,M,Chang,Jing,,1982,8,1
2405,"$1,100.00",Healthcare,Chen Baohua,61,China,Linhai,Pharmaceutical,Healthcare,China,TRUE,D,M,Chen,Baohua,,1962,1,1
2405,"$1,100.00",Energy,Gang Chen,55,China,Guangzhou,Solar energy,Energy,China,TRUE,D,M,Chen,Gang,,1968,1,1
2405,"$1,100.00",Logistics,Liying Chen,47,China,Shanghai,Package delivery,Logistics,China,TRUE,D,F,Chen,Liying,,1975,10,30
2405,"$1,100.00",Technology,Tony Chen,73,Taiwan,Taichung,Electronics,Technology,Taiwan,TRUE,U,M,Chen,Tony,,1949,7,1
2405,"$1,100.00",Manufacturing,Chen Xueling,55,China,Shantou,Stationery,Manufacturing,China,TRUE,D,F,Chen,Xueling,,1967,10,16
2405,"$1,100.00",Food & Beverage,Cheng Lili,58,China,Changzhou,Poultry breeding,Food & Beverage,China,TRUE,D,M,Cheng,Lili,,1965,1,1
2405,"$1,100.00",Technology,Cho Jyh-jer,,,,Semiconductors,Technology,Taiwan,TRUE,D,M,Cho,Jyh-jer,,,,
2405,"$1,100.00",Technology,Weili Dai,61,United States,Las Vegas,Semiconductors,Technology,United States,TRUE,D,F,Dai,Weili,Cofounder-President,1961,9,14
2405,"$1,100.00",Food & Beverage,Carmen Daurella Aguilera,,Spain,Barcelona,Coca-Cola bottler,Food & Beverage,Spain,FALSE,R,F,Daurella Aguilera,Carmen,,,,
2405,"$1,100.00",Manufacturing,Deng Yingzhong,72,China,Zhongshan,Paper,Manufacturing,China,TRUE,D,M,Deng,Yingzhong,,1951,1,1
2405,"$1,100.00",Finance & Investments,Shlomo Eliahu,87,Israel,Tel Aviv,Insurance,Finance & Investments,Israel,TRUE,D,M,Eliahu,Shlomo,,1936,1,18
2405,"$1,100.00",Finance & Investments,Henry Engelhardt,65,United Kingdom,Cardiff,Insurance,Finance & Investments,United States,TRUE,D,M,Engelhardt,Henry,Chief Executive Officer,1958,1,17
2405,"$1,100.00",Service,Gabriel Escarrer,88,Spain,Palma de Majorca,Hotels,Service,Spain,TRUE,E,M,Escarrer,Gabriel,,1935,3,2
2405,"$1,100.00",Manufacturing,Daniel Feffer,63,Brazil,São Paulo,Pulp and paper,Manufacturing,Brazil,FALSE,D,M,Feffer,Daniel,,1959,10,28
2405,"$1,100.00",Manufacturing,Ruben Feffer,53,Brazil,São Paulo,Pulp and paper,Manufacturing,Brazil,FALSE,D,M,Feffer,Ruben,,,,
2405,"$1,100.00",Telecom,Gleb Fetisov,56,Cyprus,Limassol,Investments,Telecom,Russia,TRUE,D,M,Fetisov,Gleb,,1966,6,5
2405,"$1,100.00",Fashion & Retail,Paul Fireman,79,United States,Brookline,Reebok,Fashion & Retail,United States,TRUE,E,M,Fireman,Paul,,1944,2,14
2405,"$1,100.00",Fashion & Retail,Robert Fisher,69,United States,San Francisco,Gap,Fashion & Retail,United States,FALSE,D,M,Fisher,Robert,Chairman of the Board,1953,8,1
2405,"$1,100.00",Fashion & Retail,Bernd Freier,66,Germany,Rottendorf,Fashion retail,Fashion & Retail,Germany,TRUE,D,M,Freier,Bernd,,1957,1,1
2405,"$1,100.00",Manufacturing,Donald Friese,82,United States,Los Angeles,Manufacturing,Manufacturing,United States,TRUE,E,M,Friese,Donald,,1940,10,3
2405,"$1,100.00",Healthcare,Gan Zhongru,74,China,Beijing,Pharmaceuticals,Healthcare,China,TRUE,D,M,Gan,Zhongru,,1948,7,1
2405,"$1,100.00",Fashion & Retail,Rahul Gautam,70,India,Delhi,Mattresses,Fashion & Retail,India,FALSE,D,M,Gautam,Rahul,,1952,11,18
2405,"$1,100.00",Finance & Investments,David Golub,60,United States,New York,Private equity,Finance & Investments,United States,TRUE,E,M,Golub,David,Investor,1962,4,16
2405,"$1,100.00",Real Estate,Pavel Golubkov,47,Russia,Moscow,"Building, development",Real Estate,Russia,TRUE,N,M,Golubkov,Pavel,,1976,3,13
2405,"$1,100.00",Fashion & Retail,Cristina Green,,United Kingdom,London,Fashion retail,Fashion & Retail,United Kingdom,TRUE,Split Family Fortune,F,Green,Cristina,,,,
2405,"$1,100.00",Fashion & Retail,Philip Green,,United Kingdom,London,Fashion retail,Fashion & Retail,United Kingdom,TRUE,Split Family Fortune,M,Green,Philip,,,,
2405,"$1,100.00",Energy,Said Gutseriev,34,United Kingdom,London,"Retail, investments",Energy,Russia,FALSE,R,M,Gutseriev,Said,,1988,4,18
2405,"$1,100.00",Service,Polys Haji-Ioannou,63,Monaco,Monaco,EasyJet,Service,Cyprus,FALSE,U,M,Haji-Ioannou,Polys,,1960,1,11
2405,"$1,100.00",Food & Beverage,He Zuxun,57,China,Kunming,Pig breeding,Food & Beverage,China,TRUE,D,M,He,Zuxun,,1965,10,28
2405,"$1,100.00",Finance & Investments,Christian Herz,,Germany,Hamburg,Coffee,Finance & Investments,Germany,FALSE,E,M,Herz,Christian,,,,
2405,"$1,100.00",Finance & Investments,Michaela Herz,,Germany,Hamburg,Coffee,Finance & Investments,Germany,FALSE,E,F,Herz,Michaela,,,,
2405,"$1,100.00",Technology,David Hindawi,78,United States,Seattle,Software,Technology,United States,TRUE,D,M,Hindawi,David,Executive Chairman,1944,12,8
2405,"$1,100.00",Technology,Huang Shan,52,China,Shenzhen,Software,Technology,China,TRUE,R,M,Huang,Shan,,1970,8,9
2405,"$1,100.00",Technology,Huang Xiaofen & family,61,China,Shenzhen,Printed circuit boards,Technology,China,TRUE,D,F,Huang,Xiaofen,,1962,1,1
2405,"$1,100.00",Automotive,Hiroshi Ishibashi,76,Japan,Tokyo,Tires,Automotive,Japan,FALSE,U,M,Ishibashi,Hiroshi,,1946,8,1
2405,"$1,100.00",Gambling & Casinos,Masayuki Ishihara,74,Japan,Tokyo,Pachinko machines,Gambling & Casinos,Japan,FALSE,R,M,Ishihara,Masayuki,,1948,12,15
2405,"$1,100.00",Finance & Investments,Chatchai Kaewbootta,71,Thailand,Bangkok,Auto loans,Finance & Investments,Thailand,TRUE,D,M,Kaewbootta,Chatchai,,1951,7,5
2405,"$1,100.00",Finance & Investments,Nikhil Kamath,36,India,Bangalore,Financial services,Finance & Investments,India,TRUE,N,M,Kamath,Nikhil,,1986,9,5
